STEMMING,tokenized_sents,polarity_score,polarity
oh mysoft wanita suka keras suka yang keras tegak tantang https t co y1iilmmqnz,"['oh', 'mysoft', 'wanita', 'suka', 'keras', 'suka', 'yang', 'keras', 'tegak', 'tantang', 'https', 't', 'co', 'y1iilmmqnz']",-5,-1
keras tidak fisik loh,"['keras', 'tidak', 'fisik', 'loh']",-5,-1
bbrianvcr kryctalt saya cepuin ayangku kalau saya kena keras,"['bbrianvcr', 'kryctalt', 'saya', 'cepuin', 'ayangku', 'kalau', 'saya', 'kena', 'keras']",-10,-1
banyusadewa gimana kalau childfree mutus mata rantai keras rumah tangga,"['banyusadewa', 'gimana', 'kalau', 'childfree', 'mutus', 'mata', 'rantai', 'keras', 'rumah', 'tangga']",-6,-1
sp indirajkt48 au liajkt48 ps amandajkt48 tolong keras kalau sana deh,"['sp', 'indirajkt48', 'au', 'liajkt48', 'ps', 'amandajkt48', 'tolong', 'keras', 'kalau', 'sana', 'deh']",-3,-1
salah media sosial picu keras anak surabaya https t co 28x2wlxyjd,"['salah', 'media', 'sosial', 'picu', 'keras', 'anak', 'surabaya', 'https', 't', 'co', '28x2wlxyjd']",0,1
media sosial utuh keluarga sebab keras anak surabaya n nhttps t co otaqbi1g8s,"['media', 'sosial', 'utuh', 'keluarga', 'sebab', 'keras', 'anak', 'surabaya', 'n', 'nhttps', 't', 'co', 'otaqbi1g8s']",6,1
keras orang barang ancam hukum penjara sembilan keras sebab luka berat,"['keras', 'orang', 'barang', 'ancam', 'hukum', 'penjara', 'sembilan', 'keras', 'sebab', 'luka', 'berat']",-12,-1
nneiva 21flawss tanyakanrl iya kdrt kabur ngapain keras tingkat bunuh n nnyawa tetap utama n nsetelah proses maksud proses cerai ya,"['nneiva', '21flawss', 'tanyakanrl', 'iya', 'kdrt', 'kabur', 'ngapain', 'keras', 'tingkat', 'bunuh', 'n', 'nnyawa', 'tetap', 'utama', 'n', 'nsetelah', 'proses', 'maksud', 'proses', 'cerai', 'ya']",-3,-1
program utama deradikalisasi hijrah paham mari tinggal keras https t co 3naopt7caf,"['program', 'utama', 'deradikalisasi', 'hijrah', 'paham', 'mari', 'tinggal', 'keras', 'https', 't', 'co', '3naopt7caf']",1,1
dinas daya perempuan lindung anak kendali duduk keluarga rencana kota surabaya timbul keras anak salah satu guna media sosial sehat n n kekerasananak surabaya n nhttps t co vypdvduvrl,"['dinas', 'daya', 'perempuan', 'lindung', 'anak', 'kendali', 'duduk', 'keluarga', 'rencana', 'kota', 'surabaya', 'timbul', 'keras', 'anak', 'salah', 'satu', 'guna', 'media', 'sosial', 'sehat', 'n', 'n', 'kekerasananak', 'surabaya', 'n', 'nhttps', 't', 'co', 'vypdvduvrl']",5,1
program utama deradikalisasi hijrah paham mari tinggal keras https t co bes4ik2sia,"['program', 'utama', 'deradikalisasi', 'hijrah', 'paham', 'mari', 'tinggal', 'keras', 'https', 't', 'co', 'bes4ik2sia']",1,1
jogmfs benul sudah suka keras istri anak selingkuh,"['jogmfs', 'benul', 'sudah', 'suka', 'keras', 'istri', 'anak', 'selingkuh']",-2,-1
tuju uu legal aborsi korban keras seksual,"['tuju', 'uu', 'legal', 'aborsi', 'korban', 'keras', 'seksual']",-8,-1
sr surabaya dinas daya perempuan lindung anak kendali duduk keluarga rencana dp3a p2kb kota surabaya timbul keras anak salah satu guna media sosial medsos n nhttps t co qznmsx9m3b https t co syahm4vn0n,"['sr', 'surabaya', 'dinas', 'daya', 'perempuan', 'lindung', 'anak', 'kendali', 'duduk', 'keluarga', 'rencana', 'dp3a', 'p2kb', 'kota', 'surabaya', 'timbul', 'keras', 'anak', 'salah', 'satu', 'guna', 'media', 'sosial', 'medsos', 'n', 'nhttps', 't', 'co', 'qznmsx9m3b', 'https', 't', 'co', 'syahm4vn0n']",2,1
keras sangka hasil aman s i p pria usia 19 m i s pria usia 19 n ntersangka jerat pasal 170 ayat 2 kuhpidana bunyi barang terang terang tenaga,"['keras', 'sangka', 'hasil', 'aman', 's', 'i', 'p', 'pria', 'usia', '19', 'm', 'i', 's', 'pria', 'usia', '19', 'n', 'ntersangka', 'jerat', 'pasal', '170', 'ayat', '2', 'kuhpidana', 'bunyi', 'barang', 'terang', 'terang', 'tenaga']",-3,-1
program utama deradikalisasi hijrah paham mari tinggal keras https t co t9wp9vzwuv,"['program', 'utama', 'deradikalisasi', 'hijrah', 'paham', 'mari', 'tinggal', 'keras', 'https', 't', 'co', 't9wp9vzwuv']",1,1
diri center for indonesia s strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksual n nhttps t co gjjnpjnrgz https t co cj0mevwtu7,"['diri', 'center', 'for', 'indonesia', 's', 'strategic', 'development', 'initiatives', 'diah', 'satyani', 'saminarsih', 'tindak', 'kriminal', 'aborsi', 'ilegal', 'perintah', 'bijak', 'aborsi', 'korban', 'keras', 'seksual', 'n', 'nhttps', 't', 'co', 'gjjnpjnrgz', 'https', 't', 'co', 'cj0mevwtu7']",-12,-1
identitas sumardji perwira polisi pangkat komisaris kombes kejut media vietnam sangka sosok korban keras orang satu polisi indonesia nhttps t co astkjyxlrf,"['identitas', 'sumardji', 'perwira', 'polisi', 'pangkat', 'komisaris', 'kombes', 'kejut', 'media', 'vietnam', 'sangka', 'sosok', 'korban', 'keras', 'orang', 'satu', 'polisi', 'indonesia', 'nhttps', 't', 'co', 'astkjyxlrf']",7,1
catat 602 keras seksual anak jatim 2022 https t co fadtgzoymu,"['catat', '602', 'keras', 'seksual', 'anak', 'jatim', '2022', 'https', 't', 'co', 'fadtgzoymu']",0,1
angka keras seksual anak 2022 capai 602 51 85 persen total 1161 keras anak selaluid breakingnews nhttps t co 5hzzdw5hyr,"['angka', 'keras', 'seksual', 'anak', '2022', 'capai', '602', '51', '85', 'persen', 'total', '1161', 'keras', 'anak', 'selaluid', 'breakingnews', 'nhttps', 't', 'co', '5hzzdw5hyr']",1,1
stop keras perempuan juang hak rakyat pkspembelarakyat pksejahtera fpksdprri,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",0,1
cegah keras anak pemkot polrestabes surabaya sosialisasi balai rw https t co vxwavw3ymj,"['cegah', 'keras', 'anak', 'pemkot', 'polrestabes', 'surabaya', 'sosialisasi', 'balai', 'rw', 'https', 't', 'co', 'vxwavw3ymj']",-3,-1
stop keras perempuan juang hak rakyat pkspembelarakyat pksejahtera fpksdprri,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",0,1
beda menteri pppa temu dialog anak korban keras seksual guru ngaji kab sleman dukung apresiasi berani korban lapor sigap damping https t co vk3dgfbrz1,"['beda', 'menteri', 'pppa', 'temu', 'dialog', 'anak', 'korban', 'keras', 'seksual', 'guru', 'ngaji', 'kab', 'sleman', 'dukung', 'apresiasi', 'berani', 'korban', 'lapor', 'sigap', 'damping', 'https', 't', 'co', 'vk3dgfbrz1']",1,1
elovehants belum kena keras nya,"['elovehants', 'belum', 'kena', 'keras', 'nya']",-3,-1
rapat koordinasi kerjasama lintas sektor cegah keras perempuan kabupaten ketapang 2023 n n nkejari ketapang prima np profesional nr responsif ini inovatif nm moderen na akuntable n n n kejaksaanri n kejatikalbar n kejariketapang n banggamelayanibangsa,"['rapat', 'koordinasi', 'kerjasama', 'lintas', 'sektor', 'cegah', 'keras', 'perempuan', 'kabupaten', 'ketapang', '2023', 'n', 'n', 'nkejari', 'ketapang', 'prima', 'np', 'profesional', 'nr', 'responsif', 'ini', 'inovatif', 'nm', 'moderen', 'na', 'akuntable', 'n', 'n', 'n', 'kejaksaanri', 'n', 'kejatikalbar', 'n', 'kejariketapang', 'n', 'banggamelayanibangsa']",6,1
utuh keluarga pengaruh medsos picu keras anak surabaya nhttps t co pclbrpr6mj,"['utuh', 'keluarga', 'pengaruh', 'medsos', 'picu', 'keras', 'anak', 'surabaya', 'nhttps', 't', 'co', 'pclbrpr6mj']",2,1
pkspembelarakyat pksejahtera fpksdprri utama lindung anak anak cegah keras tingkat sejahtera program program pks fokus didik inklusif sehat anak kembang potensi generasi terus bangsa,"['pkspembelarakyat', 'pksejahtera', 'fpksdprri', 'utama', 'lindung', 'anak', 'anak', 'cegah', 'keras', 'tingkat', 'sejahtera', 'program', 'program', 'pks', 'fokus', 'didik', 'inklusif', 'sehat', 'anak', 'kembang', 'potensi', 'generasi', 'terus', 'bangsa']",11,1
jepang saja mirip indo child abuse tidak hukum tidak efek jera sekali keras anak seram pikir generasi gimana kalau yang korban,"['jepang', 'saja', 'mirip', 'indo', 'child', 'abuse', 'tidak', 'hukum', 'tidak', 'efek', 'jera', 'sekali', 'keras', 'anak', 'seram', 'pikir', 'generasi', 'gimana', 'kalau', 'yang', 'korban']",-36,-1
juang tingkat lindung tenaga sehat hadap keras ancam program pks pro tenaga sehat dukung aman lanjut pkspembelarakyat pksejahtera fpksdprri,"['juang', 'tingkat', 'lindung', 'tenaga', 'sehat', 'hadap', 'keras', 'ancam', 'program', 'pks', 'pro', 'tenaga', 'sehat', 'dukung', 'aman', 'lanjut', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",14,1
women s march jakarta toleransi tindak keras seksual bentuk apa n nkami sedia posko adu moga aman sentosa https t co 1plucnt4vl,"['women', 's', 'march', 'jakarta', 'toleransi', 'tindak', 'keras', 'seksual', 'bentuk', 'apa', 'n', 'nkami', 'sedia', 'posko', 'adu', 'moga', 'aman', 'sentosa', 'https', 't', 'co', '1plucnt4vl']",6,1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
bts twt kamu pakai keras saya capeeew,"['bts', 'twt', 'kamu', 'pakai', 'keras', 'saya', 'capeeew']",-3,-1
pks komitmen lindung hak hak perempuan anak advokasi bijak dukung tara gender lindung keras rumah tangga tingkat sejahtera anak pkspembelarakyat pksejahtera fpksdprri,"['pks', 'komitmen', 'lindung', 'hak', 'hak', 'perempuan', 'anak', 'advokasi', 'bijak', 'dukung', 'tara', 'gender', 'lindung', 'keras', 'rumah', 'tangga', 'tingkat', 'sejahtera', 'anak', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",14,1
kompastv bubar mui karena tidak makan gaji buta jadi ulang kali keras seksual pondok2 pesantren,"['kompastv', 'bubar', 'mui', 'karena', 'tidak', 'makan', 'gaji', 'buta', 'jadi', 'ulang', 'kali', 'keras', 'seksual', 'pondok2', 'pesantren']",-12,-1
serta tindak keras seksual aksi harap bantu korban nyuk laku aksi aman damai n n womensmarchjakarta wmj2023 womensmarchjakarta2023 feminism womensmarch sudahibungkamlawan aksidamai https t co mdvwgjiu2m,"['serta', 'tindak', 'keras', 'seksual', 'aksi', 'harap', 'bantu', 'korban', 'nyuk', 'laku', 'aksi', 'aman', 'damai', 'n', 'n', 'womensmarchjakarta', 'wmj2023', 'womensmarchjakarta2023', 'feminism', 'womensmarch', 'sudahibungkamlawan', 'aksidamai', 'https', 't', 'co', 'mdvwgjiu2m']",1,1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
enjiluv hrdbacot pabrik pp pp pasal atur tindak keras karyawan nyaman jadi atas tahu kalau tidak tahu info atas atas gerak masuk hrd,"['enjiluv', 'hrdbacot', 'pabrik', 'pp', 'pp', 'pasal', 'atur', 'tindak', 'keras', 'karyawan', 'nyaman', 'jadi', 'atas', 'tahu', 'kalau', 'tidak', 'tahu', 'info', 'atas', 'atas', 'gerak', 'masuk', 'hrd']",-19,-1
program pks advokasi hak hak perempuan lindung keras diskriminasi hidup perempuan indonesia aman daya pkspembelarakyat pksejahtera fpksdprri,"['program', 'pks', 'advokasi', 'hak', 'hak', 'perempuan', 'lindung', 'keras', 'diskriminasi', 'hidup', 'perempuan', 'indonesia', 'aman', 'daya', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",2,1
txtdrkuliner maaf karen s dinner nerima pegawai tidak ya bela kalau judes amp ramah nomor 1 nmayan kalau langgan tidak terima terus keras ngelawan xixi,"['txtdrkuliner', 'maaf', 'karen', 's', 'dinner', 'nerima', 'pegawai', 'tidak', 'ya', 'bela', 'kalau', 'judes', 'amp', 'ramah', 'nomor', '1', 'nmayan', 'kalau', 'langgan', 'tidak', 'terima', 'terus', 'keras', 'ngelawan', 'xixi']",-8,-1
narasinewsroom dewasa usia nikah salah solusi cegah keras anak,"['narasinewsroom', 'dewasa', 'usia', 'nikah', 'salah', 'solusi', 'cegah', 'keras', 'anak']",0,1
lapor polisi tindak istri korban keras suami https t co ag1dhe841w,"['lapor', 'polisi', 'tindak', 'istri', 'korban', 'keras', 'suami', 'https', 't', 'co', 'ag1dhe841w']",-2,-1
masyarakat waspada politik identitas hindar keras diskusi produktif https t co 5pynhik2qd,"['masyarakat', 'waspada', 'politik', 'identitas', 'hindar', 'keras', 'diskusi', 'produktif', 'https', 't', 'co', '5pynhik2qd']",1,1
budakgel0 keras kambing ih,"['budakgel0', 'keras', 'kambing', 'ih']",-3,-1
melonminii ya pisah sedih yang kena keras hubung,"['melonminii', 'ya', 'pisah', 'sedih', 'yang', 'kena', 'keras', 'hubung']",-18,-1
pks hadir juang hak hak kaum difabel lindung keras anak pkspembelarakyat,"['pks', 'hadir', 'juang', 'hak', 'hak', 'kaum', 'difabel', 'lindung', 'keras', 'anak', 'pkspembelarakyat']",3,1
sekarang pacar juga sudah lihat tidak visi misi sih https t co 4jkeylpc9j,"['sekarang', 'pacar', 'juga', 'sudah', 'lihat', 'tidak', 'visi', 'misi', 'sih', 'https', 't', 'co', '4jkeylpc9j']",0,1
30 keras anak surabaya keluarga utuh https t co uwub5ffvop,"['30', 'keras', 'anak', 'surabaya', 'keluarga', 'utuh', 'https', 't', 'co', 'uwub5ffvop']",1,1
bts twt kenapa saya yang super tolol yoon yang kasar verbal suka keras saya ingat sangat yoon pukul tampar cubit benta sekarang saya salah kalau trauma tidak bicara,"['bts', 'twt', 'kenapa', 'saya', 'yang', 'super', 'tolol', 'yoon', 'yang', 'kasar', 'verbal', 'suka', 'keras', 'saya', 'ingat', 'sangat', 'yoon', 'pukul', 'tampar', 'cubit', 'benta', 'sekarang', 'saya', 'salah', 'kalau', 'trauma', 'tidak', 'bicara']",-40,-1
program manusia partai adil sejahtera njuga bantu korban keras seksual keras rumah tangga pkspembelarakyat,"['program', 'manusia', 'partai', 'adil', 'sejahtera', 'njuga', 'bantu', 'korban', 'keras', 'seksual', 'keras', 'rumah', 'tangga', 'pkspembelarakyat']",-1,-1
bts twt sampai sekarang saya keras yang sisa keras verbal mati saya yoon umur tangan saya,"['bts', 'twt', 'sampai', 'sekarang', 'saya', 'keras', 'yang', 'sisa', 'keras', 'verbal', 'mati', 'saya', 'yoon', 'umur', 'tangan', 'saya']",-17,-1
pks advokasi upaya cegah keras rumah tangga program lindung korban keras pulih salah langkah pks pkspembelarakyat pksejahtera fpksdprri,"['pks', 'advokasi', 'upaya', 'cegah', 'keras', 'rumah', 'tangga', 'program', 'lindung', 'korban', 'keras', 'pulih', 'salah', 'langkah', 'pks', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",-3,-1
pks juang hak hak perempuan program program tingkat sejahtera perempuan lindung keras gender pkspembelarakyat pksejahtera fpksdprri,"['pks', 'juang', 'hak', 'hak', 'perempuan', 'program', 'program', 'tingkat', 'sejahtera', 'perempuan', 'lindung', 'keras', 'gender', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",5,1
biar keras rumah tangga pkspembelarakyat pksejahtera fpksdprri,"['biar', 'keras', 'rumah', 'tangga', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",0,1
yuukirikuta stop using keras,"['yuukirikuta', 'stop', 'using', 'keras']",0,1
ajar harga diri ya orang mabuk rawan buat jahat keras kamu kenapa,"['ajar', 'harga', 'diri', 'ya', 'orang', 'mabuk', 'rawan', 'buat', 'jahat', 'keras', 'kamu', 'kenapa']",-8,-1
pks ada program cegah keras rumah tangga dukung korban pkspembelarakyat pksejahtera,"['pks', 'ada', 'program', 'cegah', 'keras', 'rumah', 'tangga', 'dukung', 'korban', 'pkspembelarakyat', 'pksejahtera']",1,1
tang kira anjr jelas2 lakuin keras leceh bukti karena live uud ite anjr dari memang korban bullying tidak adil saja kek korban leceh tidak heran kenapa yang balas dendam karena dibully ekstrim2,"['tang', 'kira', 'anjr', 'jelas2', 'lakuin', 'keras', 'leceh', 'bukti', 'karena', 'live', 'uud', 'ite', 'anjr', 'dari', 'memang', 'korban', 'bullying', 'tidak', 'adil', 'saja', 'kek', 'korban', 'leceh', 'tidak', 'heran', 'kenapa', 'yang', 'balas', 'dendam', 'karena', 'dibully', 'ekstrim2']",-53,-1
pks diri lembaga pulih korban keras leceh pkspembelarakyat pksejahtera,"['pks', 'diri', 'lembaga', 'pulih', 'korban', 'keras', 'leceh', 'pkspembelarakyat', 'pksejahtera']",-13,-1
pks peran aktif awal juang lindung hak hak perempuan kampanye tara gender atas keras perempuan pkspembelarakyat pksejahtera fpksdprri,"['pks', 'peran', 'aktif', 'awal', 'juang', 'lindung', 'hak', 'hak', 'perempuan', 'kampanye', 'tara', 'gender', 'atas', 'keras', 'perempuan', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",4,1
biar keras rumah tangga pkspembelarakyat n pksejahtera,"['biar', 'keras', 'rumah', 'tangga', 'pkspembelarakyat', 'n', 'pksejahtera']",0,1
pks juang hak hak perempuan anak anak program program bantu hindar keras diskriminasi pkspembelarakyat pksejahtera fpksdprri,"['pks', 'juang', 'hak', 'hak', 'perempuan', 'anak', 'anak', 'program', 'program', 'bantu', 'hindar', 'keras', 'diskriminasi', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",-1,-1
oknum kepala puskesmas aceh dakwa keras anak https t co itovoukimc https t co whi1z2wvnk,"['oknum', 'kepala', 'puskesmas', 'aceh', 'dakwa', 'keras', 'anak', 'https', 't', 'co', 'itovoukimc', 'https', 't', 'co', 'whi1z2wvnk']",3,1
jakaady keras jawab iya,"['jakaady', 'keras', 'jawab', 'iya']",-2,-1
pks advokasi hak hak kaum minoritas lindung diskriminasi keras program program bukti nyata pkspembelarakyat pksejahtera fpksdprri,"['pks', 'advokasi', 'hak', 'hak', 'kaum', 'minoritas', 'lindung', 'diskriminasi', 'keras', 'program', 'program', 'bukti', 'nyata', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",3,1
met makan siang n nbullying dalam bahas indonesia kenal bagai tindas risak bentuk tindas keras yang dengan sengaja orang kelompok orang yang lebih kuat kuasa orang tuju unt sakit amp terus https t co 5chtsk3ho1,"['met', 'makan', 'siang', 'n', 'nbullying', 'dalam', 'bahas', 'indonesia', 'kenal', 'bagai', 'tindas', 'risak', 'bentuk', 'tindas', 'keras', 'yang', 'dengan', 'sengaja', 'orang', 'kelompok', 'orang', 'yang', 'lebih', 'kuat', 'kuasa', 'orang', 'tuju', 'unt', 'sakit', 'amp', 'terus', 'https', 't', 'co', '5chtsk3ho1']",-20,-1
psi deklarasi partai anti korupsi amp anti intoleransi n ntak psi yang dominasi kaum perempuan bela korban keras perempuan anak https t co st3f6qbnos,"['psi', 'deklarasi', 'partai', 'anti', 'korupsi', 'amp', 'anti', 'intoleransi', 'n', 'ntak', 'psi', 'yang', 'dominasi', 'kaum', 'perempuan', 'bela', 'korban', 'keras', 'perempuan', 'anak', 'https', 't', 'co', 'st3f6qbnos']",-17,-1
pks kuat peran perempuan bangun program daya ekonomi perempuan lindung keras gender pkspembelarakyat,"['pks', 'kuat', 'peran', 'perempuan', 'bangun', 'program', 'daya', 'ekonomi', 'perempuan', 'lindung', 'keras', 'gender', 'pkspembelarakyat']",3,1
stop keras perempuan juang hak rakyat pkspembelarakyat pksejahtera fpksdprri,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",0,1
lt keras serang orang lemah menitikberatkan capai n nmemutar bola mata ryu campur bilang adam kim orang peduli menganggu beda hal gadis begitu,"['lt', 'keras', 'serang', 'orang', 'lemah', 'menitikberatkan', 'capai', 'n', 'nmemutar', 'bola', 'mata', 'ryu', 'campur', 'bilang', 'adam', 'kim', 'orang', 'peduli', 'menganggu', 'beda', 'hal', 'gadis', 'begitu']",0,1
stop keras perempuan juang hak rakyat pkspembelarakyat n pksejahtera,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'n', 'pksejahtera']",0,1
peran media jurnalis kembang zaman luput tara gander perempuan isu bebas jurnalis industri media perempuan alami diskriminasi keras kerja,"['peran', 'media', 'jurnalis', 'kembang', 'zaman', 'luput', 'tara', 'gander', 'perempuan', 'isu', 'bebas', 'jurnalis', 'industri', 'media', 'perempuan', 'alami', 'diskriminasi', 'keras', 'kerja']",-6,-1
biar guna keras aparat juang hak rakyat pkspembelarakyat pksejahtera fpksdprri,"['biar', 'guna', 'keras', 'aparat', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'pksejahtera', 'fpksdprri']",-2,-1
lt selamat alas ajak paksa n nlucu pria abai kelahi minum botol soju otak sinting n nnamun buruk keras begitu,"['lt', 'selamat', 'alas', 'ajak', 'paksa', 'n', 'nlucu', 'pria', 'abai', 'kelahi', 'minum', 'botol', 'soju', 'otak', 'sinting', 'n', 'nnamun', 'buruk', 'keras', 'begitu']",-14,-1
stigmatisasi radikal teroris intoleransi semat umat mayoritas npadahal mayoritas mandar seringkali korban terus korban keras amp kuasa nbanding india amp israel napakah mayoritas indonesia biadab,"['stigmatisasi', 'radikal', 'teroris', 'intoleransi', 'semat', 'umat', 'mayoritas', 'npadahal', 'mayoritas', 'mandar', 'seringkali', 'korban', 'terus', 'korban', 'keras', 'amp', 'kuasa', 'nbanding', 'india', 'amp', 'israel', 'napakah', 'mayoritas', 'indonesia', 'biadab']",-8,-1
biar guna keras aparat juang hak rakyat pkspembelarakyat n pksejahtera,"['biar', 'guna', 'keras', 'aparat', 'juang', 'hak', 'rakyat', 'pkspembelarakyat', 'n', 'pksejahtera']",-2,-1
pkspembelarakyat pksejahtera fpksdprri juang program lindung hak perempuan anak dukung bijak tara gender lindung anak keras akses didik adil,"['pkspembelarakyat', 'pksejahtera', 'fpksdprri', 'juang', 'program', 'lindung', 'hak', 'perempuan', 'anak', 'dukung', 'bijak', 'tara', 'gender', 'lindung', 'anak', 'keras', 'akses', 'didik', 'adil']",16,1
